time,value
1752851369.9384663,35
1752851370.0415485,35
1752851370.1449392,33
1752851370.248017,32
1752851370.3511767,32
1752851370.4543016,31
1752851370.557664,33
1752851370.6608071,31
1752851370.7641423,31
1752851370.8673959,30
1752851370.9704292,32
1752851371.0737908,33
1752851371.1769013,33
1752851371.2799544,35
1752851371.3832998,36
1752851371.4864295,36
1752851371.5898101,38
1752851371.6929166,39
1752851371.7962615,36
1752851371.8994002,37
1752851372.0024023,35
1752851372.1057923,34
1752851372.2088923,36
1752851372.3119423,36
1752851372.4153159,31
1752851372.5184073,36
1752851372.6216996,38
1752851372.7247887,34
1752851372.8281016,38
1752851372.9312165,38
1752851373.034279,37
1752851373.1376736,40
1752851373.2408245,42
1752851373.3439221,44
1752851373.4469934,43
1752851373.55031,43
1752851373.6534681,45
1752851373.7566953,44
1752851373.8597631,44
1752851373.9631422,42
1752851374.0662708,42
1752851374.1695962,43
1752851374.2726634,44
1752851374.3758175,45
1752851374.4791975,43
1752851374.5826213,43
1752851374.685743,42
1752851374.7890494,44
